word,avg_tfidf_score
misleading,0.02907984843931079
health,0.021459131736869214
covid19,0.019885291232889443
alcohol,0.019289939476722407
website,0.017569621765149982
life,0.013847487492469206
offensive,0.013228757152154252
breach,0.013075306908037801
uphold,0.012333611829922493
information,0.01233162470395886
vaccine,0.012034252598419065
statement,0.011855230913213036
false,0.011634508281399544
image,0.011539364652114838
free,0.010916718275283212
billboard,0.010758154915118293
company,0.010472736445314993
percent,0.010405601428261526
price,0.009854593443077783
facebook,0.00974444141557588
add,0.009723209027086994
social,0.009717035913589085
therapeutic,0.009617042422858164
need,0.009431222277367573
feel,0.00940190716502123
word,0.009123594926248896
tv,0.009116825065697396
message,0.009087492970775438
television,0.008842730580645261
promoting,0.00878792910551889
fact,0.008665001367262996
principle,0.008633549840690747
post,0.00861164678111433
truthful,0.008532923667621142
mask,0.008346406161639603
around,0.008285496990979024
car,0.008275461483805544
responsibility,0.008178031641443364
government,0.007931403955668727
end,0.007858713606522037
presentation,0.007845115048752429
party,0.00774144709960155
evidence,0.0077392552903947694
seen,0.0076089012774454125
community,0.007608542461315659
attached,0.007599023115312791
dont,0.007565830294362553
support,0.0075501488478101
raised,0.007491480550378112
dangerous,0.007440215847306464
watching,0.007433567835184682
adult,0.007431366730834928
family,0.007423831824059958
clear,0.007389126254785236
know,0.007382654182397416
cause,0.007372838392360337
vaccination,0.007335237836403129
showing,0.007281855693893565
making,0.007266313477369876
misinformation,0.00714911189514045
advertised,0.007124790419084958
please,0.007088152275763216
part,0.006921566836299523
water,0.0069183139812408695
vehicle,0.0067205030439164825
good,0.006642244945538676
regarding,0.006638647603850068
instagram,0.006618186210263363
however,0.006580051646718819
safety,0.0065571311142742315
radio,0.006515598898756518
saying,0.0064297526296959555
irresponsible,0.006422121479554135
especially,0.006417042768179983
driving,0.006292595408881714
news,0.00626898041383212
old,0.0062214059564901
high,0.006116185756416004
concern,0.006102115216130951
language,0.006100814385260559
th,0.006079294433466633
food,0.006067895431732632
serious,0.006037070773354276
maori,0.006032330515581446
complain,0.0060127936141411795
given,0.006005176626823948
gifted,0.005968673407809417
right,0.005963613807778479
school,0.005962856578083714
work,0.005942024785401119
campaign,0.0059277206945681825
group,0.005887574949230648
every,0.0057233414858337914
removed,0.005699850132926974
kid,0.005682235202471907
term,0.005635480759523265
link,0.005625588489823702
today,0.005609588703748868
bad,0.0056067943009312175
home,0.005597884187576924
racist,0.005584179220019383
medical,0.00550059756794138
im,0.005462370303211531
fear,0.0054577599374725965
condition,0.005455013792586653
benefit,0.005443967517010532
vulnerable,0.00544096161579364
email,0.005436881160760756
following,0.0054200927640003565
safe,0.0054069986026069996
auckland,0.0053739600980215
male,0.005354496667676575
drinking,0.005341460440954367
put,0.005333900970033383
implies,0.0053216520040877124
risk,0.005288427283879034
based,0.005274385082534211
received,0.005268970166457472
showed,0.0052659760838389205
world,0.005234341301361885
body,0.005203410953032598
harm,0.005198785036642424
something,0.005192228855403712
extremely,0.00518962191591025
white,0.005178308241826416
seems,0.0051699818814513136
offer,0.005167940887603721
going,0.005163335540007661
promote,0.005159170664636595
girl,0.005108493304037147
business,0.005102084858861091
sale,0.005099154737324676
disgusting,0.0050816967259168745
account,0.005081410746414357
asa,0.005077113339711728
encourage,0.005072598697826787
never,0.005049356267057561
energy,0.005034623856339299
brand,0.00503263462314627
road,0.005027809503890418
tvnz,0.005021557644175493
want,0.0050200166814166995
posted,0.005017938227677563
effect,0.0050135580587862836
dog,0.005009634246415495
audience,0.004954262427039551
eating,0.004896826992017704
drink,0.004889624241312174
photo,0.004883755842227009
advertise,0.004879693527718519
men,0.004849853836069635
play,0.004847017184489574
point,0.004846756266921607
pandemic,0.0048285200417775955
protect,0.004815096410496655
mislead,0.004798368998946831
incorrect,0.004766202767502167
animal,0.004751375542620302
behaviour,0.0047444434918928295
paid,0.00473576906550688
contains,0.0047203529242195105
story,0.00470634585866753
example,0.004701371765876868
played,0.004673940666443518
case,0.004668646994322024
long,0.004660502545417204
able,0.004656369889518205
box,0.0046509826070787064
wearing,0.00464643838353711
name,0.004623014095716626
customer,0.004615255298150857
reference,0.004614921809275297
substantiated,0.004614333270145892
advocacy,0.004606590583044427
feature,0.00459261771043913
healthy,0.004579399359878906
night,0.0045776252884819554
age,0.004562900984252758
voice,0.004561219721682766
place,0.004559199563871919
help,0.004547746634141196
movie,0.004544373654025087
gambling,0.004539007594919902
saw,0.004533314567215516
current,0.004525155261315975
baby,0.004515817747795049
ok,0.004515634229851381
political,0.004510859681944278
house,0.004508142861254941
article,0.004506670539366948
small,0.00450385507007591
unsubstantiated,0.004491202365937848
insurance,0.004484471355654424
due,0.004471517571502806
face,0.004465352143269705
sexual,0.004426745340047731
stop,0.004373897785055876
wording,0.00437312179541226
wrong,0.00436560726997007
full,0.004356781106598462
consumption,0.004355723310992124
rate,0.004343494963257552
it,0.004341315963036779
power,0.004335148042925693
placed,0.0043177259356866815
national,0.004314154046403548
nature,0.004308902736512596
medium,0.004261270687772746
opinion,0.004257550940750436
channel,0.004253101367484873
practice,0.004244697322168895
appropriate,0.004240015266015209
scientific,0.004238383704849297
poor,0.004217494782355718
female,0.0041995092693581735
really,0.00419746471813756
anything,0.0041974085150998175
highly,0.004197000194887331
context,0.0041949670263072905
idea,0.004180785844511702
provided,0.00417130706741941
real,0.004166010181842371
quite,0.004162544116665359
picture,0.004148522989039346
unsafe,0.004141328898484833
hand,0.004136476144713567
taken,0.004128784813979064
mention,0.004125002504800887
completely,0.004122907776718211
allowed,0.0041048565841607125
wish,0.004100117638965706
getting,0.004071532731814304
relates,0.004059006894922319
country,0.0040442273882358845
month,0.004038732144331289
detail,0.0040383479479628595
sound,0.004036943913790373
finger,0.004023586624723255
buy,0.004009378071717466
enough,0.004008503304292348
black,0.003998445312223183
suggests,0.003997136313748152
protection,0.003984069547229884
true,0.0039713015579413
stuff,0.003970674221757688
large,0.003960100550095039
video,0.003955338768651565
pay,0.003942869525948698
cost,0.003942519616311577
letter,0.003941272503674599
discount,0.003937746646841115
parent,0.003930246897022104
taking,0.003921266910400502
watch,0.0039198670222146854
best,0.003915751666924398
hard,0.003915299579012703
guideline,0.00390829922478787
anti,0.0039003514497737576
problem,0.0038959852399858158
sign,0.003893002745587043
totally,0.0038903927548713307
blood,0.0038813972028981856
appears,0.0038799977659873465
trying,0.0038705217417939284
freedom,0.0038647102276783284
others,0.003864154279199215
line,0.003863892048232807
online,0.003861903649586727
te,0.0038549962377064572
already,0.0038344948086603743
provide,0.0038259080349890354
labour,0.0038221938022389413
type,0.0038167639236186836
far,0.0038148247597385213
violence,0.0038085627017306043
phone,0.003806480289393726
someone,0.003788327116948304
within,0.0037880593373416163
least,0.0037875089586757783
middle,0.00378499920864867
air,0.003777644013377185
offence,0.0037741103794507983
warning,0.003773566990002069
question,0.003765702246158629
running,0.003756935513491048
top,0.0037395612632620183
treatment,0.003734308829931612
māori,0.003711080742786081
less,0.003692198569034032
disturbing,0.003686334843009687
consider,0.003677111288758418
included,0.0036741435208292724
towards,0.0036733014340098254
programme,0.003667630924874055
society,0.003661452039102586
pain,0.0036583101558253467
electric,0.00365343947650251
required,0.0036468899788528997
member,0.0036451168763077754
mail,0.003625038618541379
period,0.003618844266019965
sell,0.003614474174949936
local,0.003600721718069375
chicken,0.003595517380076239
bill,0.0035949898544312083
currently,0.0035833962291700024
promoted,0.0035811823706871026
ministry,0.0035786203920269363
lead,0.003578002847101989
system,0.0035745711102706723
socialmedia,0.0035716160951602093
cannot,0.003569909331414793
text,0.0035596436939505736
therapy,0.003557570758229594
brochure,0.0035533008632948975
event,0.0035452547558810234
abuse,0.0035298278966986343
data,0.003528593399646623
therefore,0.003521437734454411
yet,0.003508199097939601
result,0.0035065016522290767
herald,0.003506028392369791
choice,0.0035029434165190602
youtube,0.0035029012002065324
print,0.0034960875042518496
break,0.003495692678394792
money,0.0034945116262502917
majority,0.003486769045879183
actually,0.0034836079297873223
everyone,0.0034824330262321498
viewer,0.0034820629518145913
kiwi,0.003475373299795031
street,0.0034544887763816408
us,0.0034348916054739234
taste,0.0034178662656864276
light,0.003393818570949777
value,0.0033905603338916066
directly,0.0033876318274096815
anyone,0.0033871140204235124
level,0.0033862640968247877
form,0.0033832256431476655
remove,0.0033824448336433645
driver,0.003375837854133752
acceptable,0.003359681050019664
leaflet,0.0033569020793694647
better,0.0033429127873139154
list,0.003341254666811898
different,0.0033390887838329595
thought,0.0033381571692219837
main,0.0033364885439904034
stated,0.0033314299869747163
st,0.0033278719521310724
pamphlet,0.003325014764471261
advice,0.003321984340857985
station,0.003314935289968612
activity,0.0033003194420401214
multiple,0.0032938786014725186
non,0.0032926706455163246
screen,0.003287305952097597
mental,0.003286623246939824
marketing,0.003282001073111571
store,0.0032793582319517026
includes,0.003275887866532031
death,0.003272026334922924
hour,0.0032705573605601207
council,0.0032566266366664343
side,0.0032418730734904457
writing,0.003241052811255116
designed,0.0032406473627550106
mean,0.0032384177776219113
illness,0.003234025543817706
recently,0.003230449042511814
virus,0.003212459096870887
minor,0.003208248705864695
flyer,0.0032001496961311837
beer,0.0031976545212913854
comment,0.003185664965763596
letterbox,0.00317105435103611
outside,0.0031652318611870207
available,0.0031637456978728436
potential,0.0031512137253518874
similar,0.0031461249167732096
meet,0.003137132072812616
particular,0.003128302051384114
placement,0.0031281404953960976
relevant,0.0031266301449216012
law,0.0031254822681596206
order,0.0031230191290862576
promotes,0.0031167661892286696
run,0.0031080490609064343
response,0.003107364426648274
upheld,0.00310260201202569
effective,0.003097513535819362
drug,0.0030862523258018758
area,0.003086012270565481
immediately,0.0030792342690647723
lie,0.0030738614215664105
reason,0.003062837171736016
policy,0.0030574051079613742
read,0.0030506936042565117
present,0.003040169495766559
appear,0.003035445608004633
bottle,0.0030349604341990484
tax,0.003034251644681962
